time_unity	object	position	
27.87302	Female03	(-0.69, 0.62, -0.93)	
27.88817	Female03	(-0.68, 0.65, -0.91)	
27.8999	Female03	(-0.68, 0.64, -0.91)	
27.91254	Female03	(-0.67, 0.61, -0.90)	
27.9287	Female03	(-0.67, 0.56, -0.90)	
27.94116	Female03	(-0.66, 0.60, -0.87)	
27.95465	Female03	(-0.67, 0.56, -0.90)	
27.96717	Female03	(-0.61, 0.62, -0.83)	
27.97971	Female03	(-0.57, 0.60, -0.81)	
27.99174	Female03	(-0.56, 0.61, -0.81)	
28.00454	Female03	(-0.58, 0.64, -0.81)	
28.01773	Female03	(-0.57, 0.65, -0.81)	
28.02988	Female03	(-0.58, 0.64, -0.82)	
28.0419	Female03	(-0.57, 0.66, -0.81)	
28.05531	Female03	(-0.54, 0.73, -0.80)	
28.07084	Female03	(-0.49, 0.71, -0.80)	
28.08515	Female03	(-0.46, 0.74, -0.80)	
28.09929	Female03	(-0.47, 0.74, -0.80)	
28.11096	Female03	(-0.48, 0.73, -0.80)	
28.12511	Female03	(-0.48, 0.86, -0.80)	
28.14215	MixamoFemale01	(0.56, 0.47, -1.80)	
28.15599	Floor	(1.72, -0.36, -3.45)	
28.16929	Floor	(1.77, -0.36, -3.24)	
28.18262	Floor	(1.67, -0.36, -3.18)	
28.19532	Floor	(1.61, -0.36, -3.08)	
28.20857	Floor	(1.66, -0.36, -3.05)	
28.22031	Female02	(0.30, 0.61, -1.01)	
28.23658	Floor	(1.64, -0.36, -3.04)	
28.24936	Female02	(0.31, 0.52, -0.95)	
28.26289	Female02	(0.30, 0.42, -1.00)	
28.27541	Female02	(0.36, 0.47, -0.86)	
28.28831	Floor	(1.16, -0.36, -1.67)	
28.29978	Floor	(1.09, -0.36, -1.53)	
29.92681	Floor	(4.57, -0.36, -3.41)	
29.93854	Floor	(3.42, -0.36, -2.53)	
29.95018	Male02	(1.52, 0.61, -0.80)	
29.96245	Floor	(4.95, -0.36, -4.33)	
29.97403	Floor	(10.24, -0.36, -8.50)	
29.98965	Floor	(7.15, -0.36, -5.26)	
30.00591	Male02	(1.62, 1.39, -0.84)	
30.02052	Floor	(6.89, -0.36, -6.08)	
30.03487	Male02	(1.58, 1.16, -0.82)	
30.04691	Male02	(1.36, 1.33, -0.86)	
30.05877	Male02	(1.31, 1.39, -0.95)	
30.07164	Wall_Front	(10.01, -0.17, -14.46)	
30.08388	Wall_Front	(9.92, -0.15, -14.46)	
30.09936	Male01	(1.57, 1.47, -1.80)	
30.11088	Wall_Front	(9.45, 0.09, -14.46)	
30.12664	Male01	(1.45, 1.59, -1.80)	
30.13849	Male01	(1.42, 1.64, -1.81)	
30.15252	Male01	(1.40, 1.72, -1.82)	
30.16556	Male01	(1.38, 1.73, -1.83)	
30.17938	Male01	(1.40, 1.76, -1.82)	
30.1918	Female02	(0.52, 1.81, -0.80)	
30.20491	Female02	(0.52, 1.79, -0.80)	
30.21689	Female02	(0.49, 1.76, -0.80)	
30.23281	Female02	(0.49, 1.84, -0.80)	
30.24518	Female02	(0.45, 1.84, -0.81)	
30.25759	Female02	(0.41, 1.94, -0.86)	
30.27137	Female02	(0.60, 1.54, -0.83)	
30.28354	Male01	(1.29, 1.10, -2.00)	
30.29505	Male01	(1.30, 0.50, -1.96)	
30.30765	Male01	(1.33, 0.37, -1.87)	
30.3207	Female02	(0.66, 0.46, -0.88)	
30.33302	Floor	(2.31, -0.36, -2.99)	
30.34443	Floor	(2.19, -0.36, -2.76)	
30.35785	Floor	(2.28, -0.36, -3.09)	
30.37053	Male01	(1.43, 0.18, -1.84)	
30.38276	Male01	(1.49, 0.20, -1.81)	
30.39498	Floor	(2.26, -0.36, -3.05)	
30.41016	Male01	(1.46, 0.15, -1.84)	
30.42351	Male01	(1.42, 0.24, -1.81)	
30.43646	Male01	(1.34, 0.24, -1.87)	
30.45089	Male01	(1.29, 0.28, -1.98)	
30.46554	Male01	(1.34, 0.32, -1.87)	
30.48051	Female02	(0.63, 0.85, -0.85)	
30.49307	Female02	(0.51, 0.93, -0.80)	
30.50677	Female02	(0.33, 0.96, -0.90)	
30.52173	Female02	(0.31, 0.92, -0.95)	
30.53667	Female02	(0.30, 0.91, -1.02)	
30.54818	Female02	(0.30, 0.93, -0.96)	
30.56241	Female02	(0.31, 0.99, -0.94)	
30.57444	MixamoFemale01	(0.53, 0.90, -1.79)	
30.58708	Floor	(2.93, -0.36, -12.90)	
30.59919	Wall_Front	(2.94, 0.14, -14.46)	
30.61252	Wall_Front	(2.73, -0.13, -14.46)	
30.62356	Female03	(-0.37, 1.53, -0.84)	
30.63572	Female03	(-0.38, 1.53, -0.84)	
30.64716	Female03	(-0.33, 1.52, -0.90)	
30.65937	Female03	(-0.34, 1.57, -0.88)	
30.67395	Wall_Front	(3.08, -0.27, -14.46)	
30.6886	Floor	(2.89, -0.36, -13.91)	
30.70258	Floor	(3.45, -0.36, -14.03)	
30.71491	Floor	(3.30, -0.36, -13.40)	
30.72739	Floor	(3.13, -0.36, -13.21)	
30.73947	Floor	(2.75, -0.36, -12.21)	
30.75145	Floor	(3.03, -0.36, -13.43)	
30.76461	Floor	(3.00, -0.36, -13.90)	
30.77812	Wall_Front	(3.29, -0.34, -14.46)	
30.7929	Floor	(3.33, -0.36, -14.22)	
30.80449	Wall_Front	(3.14, -0.17, -14.46)	
30.81917	Female03	(-0.38, 1.72, -0.84)	
30.83204	Female03	(-0.50, 1.95, -0.87)	
30.84442	Wall_Front	(0.90, 2.69, -14.46)	
30.85888	SmallSquare(Clone)	(0.29, 3.28, -11.93)	
30.87197	Wall_Front	(0.35, 3.27, -14.46)	
30.88576	SmallSquare(Clone)	(0.10, 3.19, -11.93)	
30.89941	SmallSquare(Clone)	(0.19, 3.31, -11.93)	
30.91246	SmallSquare(Clone)	(0.11, 3.23, -11.93)	
30.92587	SmallSquare(Clone)	(0.19, 3.36, -11.93)	
30.93841	SmallSquare(Clone)	(0.57, 3.14, -11.93)	
30.95034	Wall_Front	(1.10, 3.28, -14.46)	
30.96371	Wall_Front	(1.10, 3.14, -14.46)	
30.97719	Wall_Front	(1.15, 3.21, -14.46)	
30.98997	SmallSquare(Clone)	(0.75, 3.37, -11.93)	
31.00445	SmallSquare(Clone)	(-0.18, 3.77, -11.93)	
31.01735	SmallSquare(Clone)	(0.47, 3.64, -11.93)	
31.03137	SmallSquare(Clone)	(0.25, 4.73, -11.93)	
31.04391	SmallSquare(Clone)	(0.07, 5.86, -11.93)	
31.05712	SmallSquare(Clone)	(-0.28, 6.36, -11.93)	
31.06898	SmallSquare(Clone)	(-0.66, 6.81, -11.93)	
31.08306	SmallSquare(Clone)	(-0.50, 6.66, -11.93)	
31.09475	SmallSquare(Clone)	(-0.35, 6.59, -11.93)	
31.10783	SmallSquare(Clone)	(-0.17, 6.56, -11.93)	
31.12364	SmallSquare(Clone)	(-0.17, 6.40, -11.93)	
31.13771	SmallSquare(Clone)	(-0.34, 6.49, -11.93)	
31.14884	SmallSquare(Clone)	(-0.34, 6.64, -11.93)	
31.16261	SmallSquare(Clone)	(-0.28, 6.38, -11.93)	
31.1751	SmallSquare(Clone)	(-0.35, 6.36, -11.93)	
31.19114	SmallSquare(Clone)	(-0.60, 6.37, -11.93)	
31.20498	SmallSquare(Clone)	(-0.84, 6.40, -11.93)	
31.21702	SmallSquare(Clone)	(-0.72, 6.60, -11.93)	
31.22794	SmallSquare(Clone)	(-0.79, 6.48, -11.93)	
31.24365	SmallSquare(Clone)	(-0.77, 6.47, -11.93)	
31.25533	SmallSquare(Clone)	(-0.70, 6.31, -11.93)	
31.26734	SmallSquare(Clone)	(-0.60, 6.27, -11.93)	
31.27944	SmallSquare(Clone)	(-0.42, 6.19, -11.93)	
31.2913	SmallSquare(Clone)	(-0.41, 6.15, -11.93)	
31.30414	SmallSquare(Clone)	(0.82, 6.21, -11.93)	
31.31882	SmallSquare(Clone)	(1.31, 6.01, -11.93)	
31.33316	SmallSquare(Clone)	(1.62, 6.25, -11.93)	
31.34527	SmallSquare(Clone)	(1.62, 6.42, -11.93)	
31.35722	SmallSquare(Clone)	(1.64, 6.33, -11.93)	
31.36905	SmallSquare(Clone)	(1.70, 6.31, -11.93)	
31.38091	SmallSquare(Clone)	(1.77, 6.29, -11.93)	
31.39664	SmallSquare(Clone)	(1.90, 6.08, -11.93)	
31.40927	SmallSquare(Clone)	(2.09, 6.06, -11.93)	
31.42323	SmallSquare(Clone)	(2.22, 5.96, -11.93)	
31.4349	SmallSquare(Clone)	(2.32, 5.92, -11.93)	
31.44817	SmallSquare(Clone)	(2.36, 5.99, -11.93)	
31.45999	SmallSquare(Clone)	(2.38, 6.01, -11.93)	
31.4735	SmallSquare(Clone)	(2.22, 6.10, -11.93)	
31.48889	SmallSquare(Clone)	(2.12, 6.22, -11.93)	
31.50262	SmallSquare(Clone)	(2.16, 5.98, -11.93)	
31.51486	SmallSquare(Clone)	(2.11, 5.04, -11.93)	
31.5271	SmallSquare(Clone)	(1.91, 4.67, -11.93)	
31.5396	SmallSquare(Clone)	(1.19, 3.68, -11.93)	
31.55462	SmallSquare(Clone)	(1.24, 3.50, -11.93)	
31.56574	SmallSquare(Clone)	(1.16, 3.73, -11.93)	
31.57874	SmallSquare(Clone)	(1.20, 3.67, -11.93)	
31.59308	SmallSquare(Clone)	(1.13, 4.22, -11.93)	
31.6052	SmallSquare(Clone)	(1.15, 3.93, -11.93)	
31.61643	SmallSquare(Clone)	(1.14, 3.92, -11.93)	
31.62906	Wall_Front	(3.12, 3.20, -14.46)	
31.64129	Wall_Front	(3.48, 3.05, -14.46)	
31.65577	Wall_Front	(3.27, 3.11, -14.46)	
31.67025	Wall_Front	(3.11, 3.10, -14.46)	
31.6829	Wall_Front	(2.77, 3.27, -14.46)	
31.69587	Wall_Front	(2.56, 2.92, -14.46)	
31.70732	Wall_Front	(3.05, 2.83, -14.46)	
31.71951	Wall_Front	(3.33, 2.71, -14.46)	
31.73227	Wall_Front	(3.40, 2.91, -14.46)	
31.74447	Wall_Front	(3.32, 2.96, -14.46)	
31.75823	Wall_Front	(3.28, 2.45, -14.46)	
31.76993	Wall_Front	(2.85, 2.61, -14.46)	
31.7818	Wall_Front	(2.60, 2.33, -14.46)	
31.7958	Wall_Front	(2.40, 2.69, -14.46)	
33.77751	MixamoFemale01	(0.42, 1.29, -1.81)	
33.78933	Female02	(0.31, 1.67, -0.95)	
33.8029	Wall_Front	(3.13, 3.29, -14.46)	
33.81525	Female02	(0.30, 1.74, -1.00)	
33.82752	Male01	(1.29, 1.70, -1.98)	
33.83913	Male01	(1.34, 1.87, -1.89)	
33.85089	Wall_Front	(6.03, 1.57, -14.46)	
33.86351	Wall_Front	(3.27, 2.32, -14.46)	
33.87788	Wall_Front	(3.32, 2.49, -14.46)	
33.88998	Wall_Front	(2.92, 2.83, -14.46)	
33.90612	Wall_Front	(2.87, 2.78, -14.46)	
33.91894	Wall_Front	(2.83, 2.87, -14.46)	
33.93162	Wall_Front	(2.86, 2.83, -14.46)	
33.94318	Wall_Front	(2.61, 2.86, -14.46)	
33.95696	Wall_Front	(2.45, 3.16, -14.46)	
33.96974	Wall_Front	(2.63, 2.97, -14.46)	
33.9844	Wall_Front	(2.62, 2.15, -14.46)	
33.99779	Wall_Front	(2.44, 0.01, -14.46)	
34.00967	Floor	(2.19, -0.36, -12.18)	
34.02131	MixamoFemale01	(0.33, 0.67, -1.87)	
34.03489	Floor	(1.28, -0.36, -7.47)	
34.04801	Floor	(0.81, -0.36, -6.95)	
34.06338	Floor	(0.73, -0.36, -6.52)	
34.07524	Floor	(0.64, -0.36, -6.48)	
34.08874	Floor	(0.51, -0.36, -6.78)	
34.10145	Floor	(0.40, -0.36, -6.93)	
34.11701	Floor	(0.37, -0.36, -6.68)	
34.12958	Floor	(0.40, -0.36, -6.70)	
34.14128	Floor	(0.32, -0.36, -6.44)	
34.15297	MixamoFemale01	(0.33, 0.56, -1.88)	
34.16617	MixamoFemale01	(0.41, 0.40, -1.81)	
34.17782	Floor	(0.26, -0.36, -3.89)	
34.19234	Floor	(0.28, -0.36, -4.24)	
34.20702	Floor	(0.31, -0.36, -4.16)	
34.21909	Floor	(0.29, -0.36, -4.33)	
34.23283	Female03	(-0.65, 0.98, -0.87)	
34.24457	Female03	(-0.58, 0.97, -0.82)	
34.25787	Female03	(-0.60, 1.01, -0.83)	
34.27018	Female03	(-0.65, 1.00, -0.86)	
34.28417	Female03	(-0.62, 1.01, -0.84)	
34.29695	Female03	(-0.68, 1.05, -0.92)	
34.31019	Female03	(-0.57, 1.01, -0.81)	
34.32804	Floor	(0.54, -0.36, -7.04)	
34.34303	Floor	(0.55, -0.36, -7.44)	
34.35629	Floor	(0.59, -0.36, -8.31)	
34.36999	Female03	(-0.39, 1.16, -0.83)	
34.38578	Floor	(-0.66, -0.36, -14.27)	
34.39956	Wall_Front	(-0.69, 0.08, -14.46)	
34.41229	Female03	(-0.47, 1.80, -0.80)	
34.42899	Wall_Front	(-0.20, 3.18, -14.46)	
34.44064	SmallSquare(Clone)	(-0.65, 3.34, -11.93)	
34.45557	SmallSquare(Clone)	(-0.84, 4.16, -11.93)	
34.46778	SmallSquare(Clone)	(-0.70, 4.42, -11.93)	
34.48121	SmallSquare(Clone)	(-0.89, 4.49, -11.93)	
34.49335	SmallSquare(Clone)	(-0.88, 4.52, -11.93)	
34.50538	SmallSquare(Clone)	(-0.98, 4.55, -11.93)	
34.51876	SmallSquare(Clone)	(-0.73, 4.61, -11.93)	
34.53332	SmallSquare(Clone)	(-0.08, 3.98, -11.93)	
34.54597	SmallSquare(Clone)	(-0.16, 4.16, -11.93)	
34.56095	SmallSquare(Clone)	(-0.24, 4.08, -11.93)	
34.57329	SmallSquare(Clone)	(-0.32, 4.13, -11.93)	
34.58657	SmallSquare(Clone)	(-0.29, 4.14, -11.93)	
34.60204	SmallSquare(Clone)	(-1.05, 5.04, -11.93)	
34.61549	SmallSquare(Clone)	(-1.03, 4.95, -11.93)	
34.62803	SmallSquare(Clone)	(-0.33, 4.71, -11.93)	
34.64006	SmallSquare(Clone)	(-0.05, 5.01, -11.93)	
34.65514	SmallSquare(Clone)	(0.64, 5.72, -11.93)	
34.66877	SmallSquare(Clone)	(0.10, 6.54, -11.93)	
34.68186	SmallSquare(Clone)	(0.32, 6.47, -11.93)	
34.69498	SmallSquare(Clone)	(-0.08, 6.88, -11.93)	
34.70763	SmallSquare(Clone)	(-0.15, 6.77, -11.93)	
34.71923	SmallSquare(Clone)	(-0.69, 6.91, -11.93)	
34.73265	SmallSquare(Clone)	(-0.74, 6.93, -11.93)	
34.7465	SmallSquare(Clone)	(-0.15, 7.04, -11.93)	
34.75887	SmallSquare(Clone)	(-0.05, 6.79, -11.93)	
34.77132	SmallSquare(Clone)	(0.01, 6.80, -11.93)	
34.78611	SmallSquare(Clone)	(0.05, 7.06, -11.93)	
34.79906	SmallSquare(Clone)	(-0.41, 7.24, -11.93)	
34.81144	SmallSquare(Clone)	(-0.56, 7.31, -11.93)	
34.82532	SmallSquare(Clone)	(-0.60, 7.46, -11.93)	
34.8382	screen_projector	(-1.18, 8.76, -14.42)	
34.85066	SmallSquare(Clone)	(-0.45, 7.13, -11.93)	
34.86429	SmallSquare(Clone)	(-0.10, 6.87, -11.93)	
34.8781	SmallSquare(Clone)	(0.76, 7.45, -11.93)	
34.89377	screen_projector	(1.39, 8.77, -14.42)	
34.90764	SmallSquare(Clone)	(0.78, 7.62, -11.93)	
34.92003	screen_projector	(1.15, 8.75, -14.42)	
34.93349	screen_projector	(1.10, 8.74, -14.42)	
34.94482	SmallSquare(Clone)	(0.77, 7.56, -11.93)	
34.9584	SmallSquare(Clone)	(0.78, 7.52, -11.93)	
34.97319	SmallSquare(Clone)	(0.68, 7.58, -11.93)	
34.98766	screen_projector	(0.78, 8.64, -14.42)	
35.00055	screen_projector	(0.73, 8.57, -14.42)	
35.01521	screen_projector	(0.73, 8.56, -14.42)	
35.02888	SmallSquare(Clone)	(0.50, 7.56, -11.93)	
35.0423	SmallSquare(Clone)	(0.51, 7.26, -11.93)	
35.05377	SmallSquare(Clone)	(0.85, 7.18, -11.93)	
35.0658	SmallSquare(Clone)	(0.94, 7.03, -11.93)	
35.07705	SmallSquare(Clone)	(1.03, 6.27, -11.93)	
35.09014	SmallSquare(Clone)	(0.90, 5.49, -11.93)	
35.10487	SmallSquare(Clone)	(0.58, 4.44, -11.93)	
35.1191	SmallSquare(Clone)	(0.86, 4.58, -11.93)	
35.13243	SmallSquare(Clone)	(0.43, 3.85, -11.93)	
35.14522	SmallSquare(Clone)	(0.27, 3.97, -11.93)	
35.15758	SmallSquare(Clone)	(0.28, 3.82, -11.93)	
35.17073	SmallSquare(Clone)	(0.43, 3.74, -11.93)	
35.18293	SmallSquare(Clone)	(0.42, 3.30, -11.93)	
35.19478	SmallSquare(Clone)	(0.13, 3.40, -11.93)	
35.20713	SmallSquare(Clone)	(0.41, 3.56, -11.93)	
35.21922	Wall_Front	(0.10, 3.15, -14.46)	
35.23281	Female03	(-0.56, 1.88, -0.83)	
35.24503	SmallSquare(Clone)	(1.35, 4.02, -11.93)	
35.27095	Wall_Front	(2.39, 3.08, -14.46)	
35.28493	SmallSquare(Clone)	(-0.24, 3.19, -11.93)	
35.29893	Wall_Front	(1.54, 1.72, -14.46)	
35.40423	Female03	(-0.68, 0.85, -0.91)	
35.44201	Wall_Front	(2.06, 0.95, -14.46)	
35.46474	Wall_Front	(-0.39, 2.06, -14.46)	
35.48882	Male01	(-0.66, 1.95, -1.93)	
35.50181	Wall_Front	(0.81, 2.03, -14.46)	
35.56452	Floor	(0.69, -0.36, -5.32)	
35.57663	Floor	(0.67, -0.36, -4.59)	
35.58867	Floor	(0.56, -0.36, -3.82)	
35.60304	Floor	(0.50, -0.36, -3.59)	
35.61898	starting position	(-0.46, 1.32, 1.75)	
35.63215	starting position	(-0.45, 1.32, 1.77)	
35.64611	Floor	(0.38, -0.36, -3.68)	
35.66198	Floor	(0.28, -0.36, -3.48)	
35.67617	Floor	(0.28, -0.36, -3.55)	
35.68851	Floor	(0.01, -0.36, -4.03)	
35.701	Floor	(0.29, -0.36, -3.93)	
35.71391	Floor	(0.40, -0.36, -3.47)	
35.72571	Floor	(0.49, -0.36, -3.78)	
35.73868	Floor	(0.59, -0.36, -3.87)	
35.75084	Floor	(0.63, -0.36, -3.91)	
35.76675	Floor	(0.59, -0.36, -3.88)	
35.78058	Floor	(0.63, -0.36, -4.18)	
35.79256	Floor	(0.53, -0.36, -4.20)	
35.80496	Floor	(0.39, -0.36, -4.66)	
35.8191	Floor	(0.32, -0.36, -4.74)	
35.8339	Floor	(0.59, -0.36, -5.37)	
35.84857	Floor	(0.65, -0.36, -4.95)	
35.86189	Floor	(0.63, -0.36, -5.16)	
35.87371	Floor	(0.80, -0.36, -5.79)	
35.88803	Floor	(0.73, -0.36, -5.66)	
35.89964	Floor	(0.83, -0.36, -5.95)	
35.9137	Floor	(0.69, -0.36, -5.04)	
35.92855	Floor	(0.47, -0.36, -4.82)	
35.94384	Floor	(0.43, -0.36, -4.64)	
35.95702	Female03	(-0.32, 0.87, -0.92)	
35.97076	Floor	(0.04, -0.36, -4.21)	
35.98331	Female03	(-0.40, 0.89, -0.83)	
35.99521	Floor	(0.15, -0.36, -3.92)	
36.01099	Floor	(0.14, -0.36, -3.94)	
36.02398	Floor	(0.07, -0.36, -3.25)	
36.03584	Floor	(0.27, -0.36, -3.25)	
36.04955	starting position	(-0.47, 1.31, 1.78)	
36.06479	starting position	(-0.46, 1.32, 1.72)	
36.07771	Female03	(-0.48, 0.79, -0.80)	
36.10142	Floor	(0.52, -0.36, -3.44)	
36.11569	starting position	(-0.47, 1.32, 1.77)	
36.12765	starting position	(-0.43, 1.32, 1.73)	
36.14154	Floor	(0.13, -0.36, -3.09)	
36.1572	Floor	(0.10, -0.36, -3.14)	
36.17101	Floor	(0.04, -0.36, -3.40)	
36.1826	Floor	(0.14, -0.36, -3.85)	
36.19678	Wall_Front	(1.34, 0.30, -14.46)	
36.21043	Male01	(-0.70, 1.62, -1.96)	
36.22229	Female03	(-0.70, 1.66, -0.98)	
36.23705	Male01	(-0.59, 1.99, -1.89)	
36.24884	SmallSquare(Clone)	(1.20, 6.24, -11.93)	
36.26221	Wall_Front	(1.52, 2.84, -14.46)	
36.27649	Wall_Front	(0.59, 3.03, -14.46)	
36.289	SmallSquare(Clone)	(0.58, 4.52, -11.93)	
36.30153	SmallSquare(Clone)	(0.24, 4.61, -11.93)	
36.31326	Wall_Front	(1.24, 2.37, -14.46)	
36.3267	Female03	(-0.38, 1.66, -0.84)	
36.33951	Female03	(-0.40, 1.61, -0.83)	
36.35404	Female03	(-0.37, 0.98, -0.85)	
36.36808	Female03	(-0.40, 0.48, -0.82)	
36.38188	Floor	(0.40, -0.36, -7.77)	
36.39344	Floor	(0.47, -0.36, -7.64)	
36.40796	Female03	(-0.69, 0.63, -0.93)	
36.42299	Female03	(-0.70, 0.48, -0.98)	
36.43533	Female03	(-0.69, 0.51, -0.93)	
36.44813	Female03	(-0.66, 0.49, -0.88)	
36.46082	Female03	(-0.62, 0.47, -0.84)	
36.47342	Female03	(-0.63, 0.49, -0.84)	
36.48583	Female03	(-0.50, 0.78, -0.80)	
36.49963	Female03	(-0.44, 1.06, -0.81)	
36.51366	Wall_Front	(1.11, 0.38, -14.46)	
36.52796	Wall_Front	(1.76, 2.02, -14.46)	
36.53986	Wall_Front	(3.47, 4.45, -14.46)	
36.55367	Wall_Front	(2.68, 3.29, -14.46)	
36.5661	SmallSquare(Clone)	(2.20, 3.26, -11.93)	
36.57933	Wall_Front	(2.13, 3.29, -14.46)	
36.59524	Wall_Front	(2.36, 0.32, -14.46)	
36.60871	Floor	(1.46, -0.36, -12.81)	
36.62096	Floor	(1.22, -0.36, -10.99)	
36.63439	Floor	(0.77, -0.36, -8.89)	
36.64745	Floor	(1.52, -0.36, -9.73)	
36.66364	Floor	(1.40, -0.36, -9.25)	
36.67554	Floor	(1.45, -0.36, -9.49)	
36.68758	Floor	(0.97, -0.36, -8.38)	
36.69946	Floor	(0.84, -0.36, -7.99)	
36.71243	Floor	(1.32, -0.36, -9.01)	
36.72528	MixamoFemale01	(0.30, 0.93, -1.93)	
36.73924	MixamoFemale01	(0.32, 0.94, -1.89)	
36.75253	Floor	(1.16, -0.36, -7.97)	
36.7647	starting position	(-0.39, 1.32, 1.82)	
36.77649	Floor	(-0.14, -0.36, -1.33)	
36.79062	Floor	(-0.23, -0.36, -1.01)	
36.80545	Female02	(0.30, 0.80, -0.97)	
36.81727	Floor	(0.79, -0.36, -5.13)	
36.83036	Wall_Front	(4.83, 2.47, -14.46)	
36.84411	Wall_Front	(4.57, 2.41, -14.46)	
36.85697	Female02	(0.62, 1.06, -0.84)	
36.87073	starting position	(-0.47, 1.29, 2.35)	
36.88258	Female02	(0.46, 1.73, -0.80)	
36.89767	Floor	(0.77, -0.36, -4.64)	
36.91061	Floor	(-0.23, -0.36, -1.19)	
36.92237	starting position	(-0.47, 1.28, 2.35)	
36.93603	Wall_Front	(4.76, 2.77, -14.46)	
36.94863	Wall_Front	(1.90, 2.45, -14.46)	
36.96068	starting position	(-0.47, 1.31, 2.41)	
36.97234	Wall_Front	(4.81, 2.77, -14.46)	
36.98627	starting position	(-0.46, 1.32, 1.84)	
36.99812	Female02	(0.41, 1.58, -0.82)	
37.01176	Wall_Front	(4.44, 2.52, -14.46)	
37.02415	Female02	(0.36, 1.01, -0.86)	
37.03775	MixamoFemale01	(0.38, 0.25, -1.84)	
37.05126	starting position	(-0.44, 1.32, 1.90)	
37.06437	Floor	(0.67, -0.36, -3.47)	
37.07797	Wall_Front	(4.38, 2.27, -14.46)	
37.09322	MixamoFemale01	(0.39, 1.66, -1.82)	
37.10523	Floor	(1.49, -0.36, -10.98)	
37.11655	Floor	(1.63, -0.36, -9.96)	
37.12897	Female02	(0.39, 1.31, -0.83)	
37.14225	Female02	(0.36, 0.71, -0.86)	
37.15643	Floor	(-0.26, -0.36, -1.10)	
37.17084	starting position	(-0.47, 1.15, 2.23)	
37.18486	starting position	(-0.47, 1.15, 2.27)	
37.19683	starting position	(-0.47, 0.99, 2.34)	
43.19085	starting position	(-0.47, 1.21, 1.82)	
43.20387	Floor	(0.76, -0.36, -2.48)	
43.21535	Female02	(0.34, 0.38, -0.87)	
43.23268	Female02	(0.32, 0.49, -0.90)	
43.24515	starting position	(-0.47, 1.30, 2.09)	
43.25843	starting position	(-0.45, 1.32, 1.98)	
43.27208	starting position	(-0.47, 1.32, 2.06)	
43.28385	starting position	(-0.47, 1.29, 1.77)	
43.29622	MixamoFemale01	(0.52, 0.83, -1.79)	
43.30888	Female02	(0.31, 1.06, -0.95)	
43.32259	Female02	(0.33, 1.05, -0.90)	
43.33462	Female02	(0.38, 1.07, -0.84)	
43.35057	Female02	(0.35, 1.08, -0.86)	
43.3647	Female02	(0.35, 1.22, -0.87)	
43.37738	Female02	(0.33, 1.26, -0.90)	
43.3909	Female02	(0.38, 1.29, -0.84)	
43.4039	Female02	(0.37, 1.31, -0.84)	
43.41801	Female02	(0.46, 1.31, -0.80)	
43.43077	Female02	(0.53, 1.32, -0.80)	
43.44324	Female02	(0.59, 1.29, -0.82)	
43.45613	Female02	(0.57, 1.32, -0.81)	
43.46807	Female02	(0.36, 1.42, -0.86)	
43.48167	Female02	(0.38, 1.42, -0.84)	
43.49423	Female02	(0.38, 1.47, -0.84)	
43.50792	Female02	(0.31, 1.51, -0.95)	
43.62952	MixamoFemale01	(0.36, 0.73, -1.85)	
43.64257	Female02	(0.61, 0.88, -0.83)	
43.65416	MixamoFemale01	(0.31, 0.76, -1.91)	
43.6661	MixamoFemale01	(0.33, 0.82, -1.87)	
43.6799	MixamoFemale01	(0.34, 0.90, -1.87)	
43.69207	MixamoFemale01	(0.31, 0.90, -1.91)	
43.70587	Female02	(0.57, 1.07, -0.81)	
43.71963	Female02	(0.65, 1.06, -0.86)	
43.7333	Female02	(0.58, 1.00, -0.82)	
43.74593	Female02	(0.58, 0.96, -0.82)	
43.75787	starting position	(-0.38, 1.32, 1.74)	
43.77052	starting position	(-0.36, 1.32, 1.73)	
43.78233	starting position	(-0.41, 1.32, 1.84)	
43.79543	starting position	(-0.40, 1.32, 1.83)	
43.80903	Wall_Front	(6.35, 0.37, -14.46)	
43.82036	Wall_Front	(6.40, 1.25, -14.46)	
43.83231	Wall_Front	(6.39, 2.09, -14.46)	
43.84613	Wall_Front	(6.53, 3.55, -14.46)	
43.85941	Wall_Front	(6.34, 3.19, -14.46)	
43.8713	Wall_Front	(6.60, 2.94, -14.46)	
43.88628	Wall_Front	(6.31, 2.44, -14.46)	
43.90086	Female02	(0.35, 1.81, -0.87)	
43.91529	Female02	(0.34, 1.79, -0.88)	
43.92897	Female02	(0.36, 1.79, -0.86)	
43.94158	Female02	(0.37, 1.85, -0.85)	
43.95476	Female02	(0.33, 1.81, -0.89)	
43.96992	Female02	(0.34, 1.84, -0.89)	
43.98342	Female02	(0.31, 1.87, -0.98)	
43.99638	Female02	(0.54, 1.88, -0.81)	
44.00998	Wall_Front	(6.06, 3.20, -14.46)	
44.02347	Female02	(0.57, 1.87, -0.82)	
44.03586	Female02	(0.31, 1.90, -0.99)	
44.04712	MixamoFemale01	(0.52, 1.93, -1.86)	
44.06327	MixamoFemale01	(0.52, 1.93, -1.86)	
44.07552	Wall_Front	(5.98, 2.30, -14.46)	
44.08966	Wall_Front	(6.12, 2.23, -14.46)	
44.10621	MixamoFemale01	(0.54, 1.91, -1.84)	
44.12042	Wall_Front	(2.33, 3.08, -14.46)	
44.13304	Wall_Front	(1.92, 3.27, -14.46)	
