time_unity	object	position	
12.41135	starting position	(-0.33, 1.32, 1.80)	
12.42624	starting position	(-0.31, 1.32, 1.80)	
12.43932	starting position	(-0.32, 1.32, 1.84)	
12.45352	starting position	(-0.33, 1.32, 1.83)	
12.46586	starting position	(-0.33, 1.32, 1.82)	
12.47838	starting position	(-0.32, 1.32, 1.78)	
12.49116	starting position	(-0.33, 1.32, 1.77)	
12.50349	starting position	(-0.32, 1.32, 1.76)	
12.51579	starting position	(-0.31, 1.32, 1.75)	
12.52892	starting position	(-0.31, 1.32, 1.73)	
12.54074	starting position	(-0.31, 1.32, 1.72)	
12.55597	MixamoFemale01	(0.34, 0.38, -1.87)	
12.5678	Floor	(0.69, -0.36, -4.71)	
12.58169	Floor	(0.65, -0.36, -4.72)	
12.59578	Floor	(0.57, -0.36, -4.72)	
12.60802	starting position	(-0.32, 1.32, 1.73)	
12.61973	starting position	(-0.31, 1.32, 1.71)	
12.63156	starting position	(-0.31, 1.32, 1.74)	
12.64338	starting position	(-0.29, 1.32, 1.77)	
12.65827	starting position	(-0.29, 1.32, 1.78)	
12.6711	starting position	(-0.29, 1.32, 1.78)	
12.68278	starting position	(-0.29, 1.32, 1.81)	
12.696	starting position	(-0.28, 1.32, 1.77)	
12.71128	starting position	(-0.28, 1.32, 1.77)	
12.72319	starting position	(-0.28, 1.32, 1.79)	
12.73459	starting position	(-0.28, 1.32, 1.79)	
12.74916	starting position	(-0.27, 1.32, 1.78)	
12.76181	starting position	(-0.27, 1.32, 1.78)	
12.77638	starting position	(-0.26, 1.32, 1.79)	
12.78856	starting position	(-0.25, 1.32, 1.77)	
12.80059	starting position	(-0.27, 1.32, 1.79)	
12.81546	starting position	(-0.30, 1.32, 1.85)	
12.82897	starting position	(-0.32, 1.32, 1.89)	
12.84126	starting position	(-0.34, 1.32, 1.92)	
12.8547	starting position	(-0.33, 1.32, 1.92)	
12.86814	starting position	(-0.33, 1.32, 1.93)	
12.88177	starting position	(-0.32, 1.32, 1.93)	
12.89636	starting position	(-0.33, 1.32, 1.94)	
12.91202	starting position	(-0.36, 1.32, 1.94)	
12.92488	starting position	(-0.36, 1.32, 1.90)	
12.93793	starting position	(-0.36, 1.32, 1.88)	
12.94971	starting position	(-0.36, 1.32, 1.90)	
12.96152	starting position	(-0.34, 1.32, 1.93)	
12.97403	starting position	(-0.32, 1.32, 1.94)	
12.98811	starting position	(-0.30, 1.32, 1.94)	
13.00195	starting position	(-0.29, 1.32, 1.96)	
13.0161	starting position	(-0.29, 1.32, 1.95)	
13.02766	starting position	(-0.29, 1.32, 1.94)	
13.03988	starting position	(-0.30, 1.32, 1.93)	
13.05282	starting position	(-0.30, 1.32, 1.92)	
13.06474	starting position	(-0.30, 1.32, 1.90)	
13.07907	starting position	(-0.29, 1.32, 1.89)	
13.0947	starting position	(-0.28, 1.32, 1.89)	
13.10804	starting position	(-0.29, 1.32, 1.88)	
13.12366	starting position	(-0.28, 1.32, 1.85)	
13.13741	starting position	(-0.27, 1.32, 1.87)	
13.14995	Floor	(0.17, -0.36, -6.96)	
13.16188	Floor	(0.61, -0.36, -9.82)	
13.17625	Wall_Front	(0.19, 1.42, -14.46)	
13.18887	Wall_Front	(0.02, 2.33, -14.46)	
13.20043	SmallSquare(Clone)	(0.18, 3.67, -11.93)	
13.21314	SmallSquare(Clone)	(0.27, 3.99, -11.93)	
13.22514	SmallSquare(Clone)	(0.22, 4.28, -11.93)	
13.23953	SmallSquare(Clone)	(0.29, 4.44, -11.93)	
13.25288	SmallSquare(Clone)	(1.76, 4.03, -11.93)	
13.26625	SmallSquare(Clone)	(1.84, 4.31, -11.93)	
13.27992	SmallSquare(Clone)	(1.93, 4.23, -11.93)	
13.29163	SmallSquare(Clone)	(0.93, 4.19, -11.93)	
13.30465	SmallSquare(Clone)	(0.77, 4.21, -11.93)	
13.31842	SmallSquare(Clone)	(0.39, 4.17, -11.93)	
13.33157	SmallSquare(Clone)	(0.50, 4.14, -11.93)	
13.34643	SmallSquare(Clone)	(0.62, 4.14, -11.93)	
13.35941	SmallSquare(Clone)	(0.62, 4.13, -11.93)	
13.37439	SmallSquare(Clone)	(0.46, 4.21, -11.93)	
13.38691	SmallSquare(Clone)	(0.48, 4.57, -11.93)	
13.39982	SmallSquare(Clone)	(0.62, 5.03, -11.93)	
13.41445	SmallSquare(Clone)	(0.71, 5.08, -11.93)	
13.4286	SmallSquare(Clone)	(1.29, 5.23, -11.93)	
13.44228	SmallSquare(Clone)	(1.43, 5.39, -11.93)	
13.45523	SmallSquare(Clone)	(1.03, 5.25, -11.93)	
13.47094	SmallSquare(Clone)	(0.69, 5.12, -11.93)	
13.48496	SmallSquare(Clone)	(1.37, 5.20, -11.93)	
13.49992	SmallSquare(Clone)	(1.64, 5.24, -11.93)	
13.51332	SmallSquare(Clone)	(1.57, 5.16, -11.93)	
13.52656	SmallSquare(Clone)	(1.28, 5.20, -11.93)	
13.53824	SmallSquare(Clone)	(0.93, 5.02, -11.93)	
13.55252	SmallSquare(Clone)	(0.48, 4.87, -11.93)	
13.5664	SmallSquare(Clone)	(0.32, 4.84, -11.93)	
13.57816	SmallSquare(Clone)	(0.28, 4.69, -11.93)	
13.59009	SmallSquare(Clone)	(0.22, 4.71, -11.93)	
13.60219	SmallSquare(Clone)	(0.25, 4.83, -11.93)	
13.61363	SmallSquare(Clone)	(0.36, 4.76, -11.93)	
13.62769	SmallSquare(Clone)	(1.06, 4.86, -11.93)	
13.64114	SmallSquare(Clone)	(1.68, 4.25, -11.93)	
13.65396	Wall_Front	(2.16, 3.28, -14.46)	
13.72867	starting position	(-0.17, 1.32, 1.80)	
13.74164	starting position	(-0.17, 1.32, 1.81)	
13.75551	starting position	(-0.17, 1.32, 1.81)	
13.7683	starting position	(-0.14, 1.32, 1.81)	
13.78216	starting position	(-0.12, 1.32, 1.82)	
13.79491	starting position	(-0.12, 1.32, 1.83)	
13.80826	starting position	(-0.12, 1.32, 1.82)	
13.82176	starting position	(-0.12, 1.32, 1.82)	
13.83508	starting position	(-0.11, 1.32, 1.82)	
13.84991	starting position	(-0.11, 1.32, 1.84)	
13.86155	starting position	(-0.11, 1.32, 1.84)	
13.87586	starting position	(-0.10, 1.32, 1.85)	
13.88878	starting position	(-0.11, 1.32, 1.87)	
13.90372	starting position	(-0.10, 1.32, 1.86)	
13.91547	starting position	(-0.09, 1.32, 1.85)	
13.92754	starting position	(-0.09, 1.32, 1.84)	
13.93998	starting position	(-0.10, 1.32, 1.83)	
13.95479	starting position	(-0.10, 1.32, 1.82)	
13.96897	starting position	(-0.11, 1.32, 1.82)	
13.98471	starting position	(-0.11, 1.32, 1.82)	
13.9977	starting position	(-0.11, 1.32, 1.82)	
14.01038	starting position	(-0.10, 1.32, 1.78)	
14.02323	starting position	(-0.11, 1.32, 1.76)	
14.03695	starting position	(-0.10, 1.32, 1.76)	
14.05077	starting position	(-0.10, 1.32, 1.77)	
14.06312	starting position	(-0.09, 1.32, 1.75)	
14.07743	starting position	(-0.08, 1.32, 1.77)	
14.09171	starting position	(-0.09, 1.32, 1.78)	
14.10501	starting position	(-0.09, 1.32, 1.78)	
14.11865	starting position	(-0.09, 1.32, 1.79)	
14.13017	starting position	(-0.10, 1.32, 1.77)	
14.14332	starting position	(-0.09, 1.32, 1.78)	
14.15788	starting position	(-0.08, 1.32, 1.78)	
14.17019	starting position	(-0.08, 1.32, 1.77)	
14.18157	starting position	(-0.08, 1.32, 1.76)	
14.19641	starting position	(-0.08, 1.32, 1.76)	
14.20967	starting position	(-0.08, 1.32, 1.75)	
14.22189	starting position	(-0.08, 1.32, 1.73)	
14.23381	starting position	(-0.09, 1.32, 1.74)	
14.24565	starting position	(-0.09, 1.32, 1.72)	
14.26009	starting position	(-0.11, 1.32, 1.71)	
14.27211	starting position	(-0.11, 1.32, 1.72)	
14.28778	starting position	(-0.11, 1.32, 1.72)	
14.29959	Floor	(0.33, -0.36, -4.94)	
14.31436	Floor	(0.40, -0.36, -5.19)	
14.3286	Floor	(0.47, -0.36, -4.90)	
14.34126	Floor	(0.48, -0.36, -5.01)	
14.3541	Floor	(0.38, -0.36, -5.28)	
14.36771	Floor	(0.39, -0.36, -5.17)	
14.38193	Floor	(0.38, -0.36, -5.02)	
14.39489	Floor	(0.36, -0.36, -5.15)	
14.40727	Floor	(0.47, -0.36, -4.92)	
14.42454	MixamoFemale01	(0.31, 0.37, -1.91)	
14.4395	MixamoFemale01	(0.29, 0.38, -1.97)	
14.45403	Floor	(0.52, -0.36, -4.75)	
14.4692	Floor	(0.37, -0.36, -8.94)	
14.48314	Wall_Front	(0.29, -0.27, -14.46)	
14.49549	Wall_Front	(0.36, -0.02, -14.46)	
14.50893	Wall_Front	(0.27, -0.04, -14.46)	
14.52337	Wall_Front	(0.30, -0.04, -14.46)	
14.53575	Wall_Front	(0.27, 0.05, -14.46)	
14.55034	Wall_Front	(0.15, 0.12, -14.46)	
14.56241	Wall_Front	(0.14, 0.17, -14.46)	
14.57513	Wall_Front	(0.02, 0.19, -14.46)	
14.5906	Wall_Front	(0.01, 0.17, -14.46)	
14.60344	Wall_Front	(-0.02, 0.27, -14.46)	
14.6151	Wall_Front	(0.05, 0.23, -14.46)	
14.62732	Wall_Front	(0.16, 0.14, -14.46)	
14.63923	Wall_Front	(0.26, 0.17, -14.46)	
14.6517	Wall_Front	(0.23, -0.02, -14.46)	
14.66547	Wall_Front	(0.01, 0.08, -14.46)	
14.67933	Wall_Front	(0.05, 0.14, -14.46)	
14.69561	Wall_Front	(0.08, 0.15, -14.46)	
14.70881	Wall_Front	(0.18, 0.19, -14.46)	
14.7211	Wall_Front	(0.11, 0.29, -14.46)	
14.73469	Wall_Front	(0.17, 0.25, -14.46)	
14.74677	Wall_Front	(0.10, 0.29, -14.46)	
14.76197	Wall_Front	(0.12, 0.19, -14.46)	
14.77676	Wall_Front	(0.13, 0.32, -14.46)	
14.79068	Wall_Front	(0.38, 0.39, -14.46)	
14.80558	Wall_Front	(0.86, 0.96, -14.46)	
14.81985	Wall_Front	(1.31, 1.11, -14.46)	
14.83499	Wall_Front	(1.02, 1.24, -14.46)	
14.84887	Wall_Front	(1.10, 1.13, -14.46)	
14.86162	Wall_Front	(1.20, 1.17, -14.46)	
14.87437	MixamoFemale01	(0.29, 1.50, -1.97)	
14.88946	MixamoFemale01	(0.31, 1.50, -1.92)	
14.90406	MixamoFemale01	(0.33, 1.54, -1.88)	
14.91761	MixamoFemale01	(0.29, 1.52, -1.97)	
14.93223	MixamoFemale01	(0.30, 1.54, -1.95)	
14.94783	MixamoFemale01	(0.30, 1.53, -1.93)	
14.96247	MixamoFemale01	(0.29, 1.55, -1.96)	
14.97472	MixamoFemale01	(0.29, 1.55, -1.97)	
14.98741	MixamoFemale01	(0.31, 1.55, -1.91)	
15.00086	Wall_Front	(0.85, 2.07, -14.46)	
15.01331	Wall_Front	(0.40, 2.48, -14.46)	
15.02621	Wall_Front	(-0.19, 2.83, -14.46)	
15.03924	Wall_Front	(-0.16, 2.97, -14.46)	
15.05357	Wall_Front	(-0.15, 2.90, -14.46)	
15.06869	Wall_Front	(-0.35, 2.93, -14.46)	
15.08085	Wall_Front	(-0.45, 2.94, -14.46)	
15.09533	Wall_Front	(-0.38, 2.85, -14.46)	
15.10871	Wall_Front	(-0.43, 2.98, -14.46)	
15.12389	Wall_Front	(-0.36, 2.97, -14.46)	
15.13736	Wall_Front	(-0.31, 2.94, -14.46)	
15.1528	Wall_Front	(-0.26, 3.04, -14.46)	
15.16467	Wall_Front	(-0.27, 3.10, -14.46)	
15.17652	Wall_Front	(-0.28, 3.16, -14.46)	
15.18918	Wall_Front	(-0.31, 3.22, -14.46)	
15.20375	Wall_Front	(-0.45, 3.24, -14.46)	
15.21793	Wall_Front	(-0.45, 3.18, -14.46)	
15.22988	Wall_Front	(-0.41, 3.31, -14.46)	
15.24287	SmallSquare(Clone)	(-0.52, 3.16, -11.93)	
15.25617	SmallSquare(Clone)	(-0.17, 3.71, -11.93)	
15.27024	SmallSquare(Clone)	(0.28, 4.00, -11.93)	
15.2853	SmallSquare(Clone)	(0.31, 4.04, -11.93)	
15.2984	SmallSquare(Clone)	(0.23, 4.22, -11.93)	
15.31199	SmallSquare(Clone)	(0.16, 4.26, -11.93)	
15.32758	SmallSquare(Clone)	(0.24, 4.32, -11.93)	
15.34041	SmallSquare(Clone)	(0.21, 4.21, -11.93)	
15.35538	SmallSquare(Clone)	(0.21, 4.40, -11.93)	
15.36889	SmallSquare(Clone)	(0.19, 4.41, -11.93)	
15.38091	SmallSquare(Clone)	(0.34, 4.41, -11.93)	
15.39539	SmallSquare(Clone)	(0.34, 4.45, -11.93)	
15.40854	SmallSquare(Clone)	(0.27, 4.37, -11.93)	
15.42254	SmallSquare(Clone)	(0.20, 4.40, -11.93)	
15.43506	SmallSquare(Clone)	(0.09, 4.34, -11.93)	
15.44751	SmallSquare(Clone)	(0.11, 4.40, -11.93)	
15.46009	SmallSquare(Clone)	(0.21, 4.36, -11.93)	
15.47517	SmallSquare(Clone)	(0.36, 4.53, -11.93)	
15.48889	SmallSquare(Clone)	(0.44, 5.58, -11.93)	
15.50364	SmallSquare(Clone)	(0.56, 6.02, -11.93)	
15.51618	SmallSquare(Clone)	(0.59, 5.96, -11.93)	
15.52979	SmallSquare(Clone)	(0.58, 5.97, -11.93)	
15.54531	SmallSquare(Clone)	(0.51, 6.13, -11.93)	
15.56219	SmallSquare(Clone)	(0.71, 6.10, -11.93)	
15.57534	SmallSquare(Clone)	(0.65, 6.15, -11.93)	
15.58786	SmallSquare(Clone)	(0.69, 6.11, -11.93)	
15.60136	SmallSquare(Clone)	(0.65, 6.15, -11.93)	
15.61627	SmallSquare(Clone)	(0.59, 6.06, -11.93)	
15.62828	SmallSquare(Clone)	(0.63, 6.02, -11.93)	
15.64186	SmallSquare(Clone)	(0.61, 5.91, -11.93)	
15.65382	SmallSquare(Clone)	(0.65, 5.87, -11.93)	
15.66603	SmallSquare(Clone)	(0.68, 5.85, -11.93)	
15.68193	SmallSquare(Clone)	(0.59, 5.89, -11.93)	
15.69611	SmallSquare(Clone)	(0.58, 5.90, -11.93)	
15.70966	SmallSquare(Clone)	(0.52, 5.81, -11.93)	
15.72356	SmallSquare(Clone)	(0.58, 5.76, -11.93)	
15.73591	SmallSquare(Clone)	(0.54, 5.60, -11.93)	
15.74855	SmallSquare(Clone)	(0.61, 5.35, -11.93)	
15.76235	SmallSquare(Clone)	(0.56, 5.13, -11.93)	
15.77789	SmallSquare(Clone)	(0.60, 4.87, -11.93)	
15.79142	SmallSquare(Clone)	(0.76, 4.85, -11.93)	
15.80529	SmallSquare(Clone)	(0.64, 4.60, -11.93)	
15.8166	SmallSquare(Clone)	(0.15, 4.62, -11.93)	
15.82962	SmallSquare(Clone)	(0.46, 4.59, -11.93)	
15.84205	SmallSquare(Clone)	(2.30, 4.36, -11.93)	
18.48667	starting position	(-0.37, 1.32, 2.67)	
18.49696	starting position	(-0.37, 1.28, 2.70)	
18.50817	starting position	(-0.36, 1.31, 2.70)	
18.51937	starting position	(-0.35, 1.31, 2.70)	
18.5321	starting position	(-0.34, 1.31, 2.70)	
18.54439	starting position	(-0.34, 1.31, 2.70)	
18.55599	starting position	(-0.37, 1.31, 2.70)	
18.56897	starting position	(-0.37, 1.31, 2.70)	
18.58065	starting position	(-0.37, 1.30, 2.70)	
18.59127	starting position	(-0.36, 1.30, 2.70)	
18.60376	starting position	(-0.36, 1.30, 2.70)	
18.61588	starting position	(-0.35, 1.29, 2.70)	
18.62608	starting position	(-0.35, 1.29, 2.70)	
18.6414	starting position	(-0.36, 1.29, 2.70)	
18.65184	starting position	(-0.36, 1.29, 2.70)	
18.66292	starting position	(-0.36, 1.29, 2.70)	
18.67369	starting position	(-0.37, 1.29, 2.70)	
18.68517	starting position	(-0.37, 1.29, 2.70)	
18.69572	starting position	(-0.38, 1.29, 2.70)	
18.70749	starting position	(-0.38, 1.29, 2.70)	
18.71901	starting position	(-0.37, 1.29, 2.70)	
18.73059	starting position	(-0.34, 1.28, 2.70)	
18.74187	starting position	(-0.34, 1.28, 2.70)	
18.75336	starting position	(-0.34, 1.29, 2.70)	
18.76442	starting position	(-0.34, 1.32, 2.69)	
18.776	starting position	(-0.35, 1.32, 2.68)	
18.78807	starting position	(-0.36, 1.32, 2.66)	
18.79853	starting position	(-0.37, 1.32, 2.67)	
18.80927	starting position	(-0.37, 1.32, 2.67)	
18.82046	starting position	(-0.37, 1.32, 2.68)	
18.8309	starting position	(-0.37, 1.32, 2.67)	
18.84476	starting position	(-0.37, 1.32, 2.68)	
18.85621	starting position	(-0.37, 1.32, 2.68)	
18.8666	starting position	(-0.37, 1.32, 2.67)	
18.87745	starting position	(-0.37, 1.32, 2.68)	
18.8902	starting position	(-0.36, 1.32, 2.68)	
18.90311	starting position	(-0.36, 1.32, 2.68)	
18.9161	starting position	(-0.37, 1.32, 2.68)	
18.92642	starting position	(-0.37, 1.32, 2.68)	
18.93916	starting position	(-0.37, 1.32, 2.68)	
18.95208	starting position	(-0.37, 1.32, 2.68)	
18.9637	starting position	(-0.36, 1.32, 2.68)	
18.97707	starting position	(-0.36, 1.32, 2.68)	
18.98981	starting position	(-0.36, 1.32, 2.68)	
19.00222	starting position	(-0.34, 1.32, 2.69)	
19.01541	starting position	(-0.34, 1.32, 2.69)	
19.02698	starting position	(-0.34, 1.32, 2.69)	
19.0378	starting position	(-0.34, 1.32, 2.69)	
19.05202	starting position	(-0.34, 1.32, 2.69)	
19.06211	starting position	(-0.34, 1.32, 2.69)	
19.07461	starting position	(-0.34, 1.32, 2.69)	
19.08598	starting position	(-0.34, 1.32, 2.69)	
19.09728	starting position	(-0.34, 1.32, 2.69)	
19.10812	starting position	(-0.34, 1.32, 2.69)	
19.1204	starting position	(-0.34, 1.32, 2.69)	
19.13176	starting position	(-0.34, 1.32, 2.69)	
19.14639	starting position	(-0.35, 1.32, 2.69)	
19.15741	starting position	(-0.37, 1.32, 2.69)	
19.16847	starting position	(-0.37, 1.32, 2.69)	
19.1806	starting position	(-0.37, 1.32, 2.69)	
19.19168	starting position	(-0.38, 1.31, 2.70)	
19.20412	starting position	(-0.37, 1.31, 2.70)	
19.21468	starting position	(-0.38, 1.28, 2.70)	
19.22599	starting position	(-0.38, 1.26, 2.70)	
19.23658	starting position	(-0.38, 1.25, 2.70)	
19.24724	starting position	(-0.38, 1.23, 2.70)	
19.26045	starting position	(-0.38, 1.22, 2.70)	
19.27286	starting position	(-0.38, 1.22, 2.70)	
19.28385	starting position	(-0.38, 1.21, 2.70)	
19.29602	starting position	(-0.35, 1.19, 2.70)	
19.3062	starting position	(-0.35, 1.18, 2.70)	
19.31852	starting position	(-0.34, 1.17, 2.70)	
19.33109	starting position	(-0.34, 1.16, 2.70)	
19.34403	starting position	(-0.34, 1.15, 2.70)	
19.3565	starting position	(-0.35, 1.16, 2.70)	
19.36725	starting position	(-0.35, 1.16, 2.70)	
19.37801	starting position	(-0.35, 1.16, 2.70)	
19.39047	starting position	(-0.34, 1.15, 2.70)	
19.40127	starting position	(-0.33, 1.14, 2.70)	
19.41517	starting position	(-0.33, 1.14, 2.70)	
19.42685	starting position	(-0.34, 1.14, 2.70)	
19.43752	starting position	(-0.35, 1.14, 2.70)	
19.44943	starting position	(-0.38, 1.16, 2.70)	
19.46308	starting position	(-0.38, 1.16, 2.70)	
19.47343	starting position	(-0.38, 1.20, 2.70)	
19.48414	starting position	(-0.38, 1.21, 2.70)	
19.49663	starting position	(-0.35, 1.21, 2.70)	
19.50809	starting position	(-0.36, 1.25, 2.70)	
19.51956	starting position	(-0.35, 1.26, 2.70)	
19.53179	starting position	(-0.36, 1.28, 2.70)	
19.54339	starting position	(-0.36, 1.29, 2.70)	
19.5543	starting position	(-0.36, 1.29, 2.70)	
19.56586	starting position	(-0.37, 1.30, 2.70)	
19.57695	starting position	(-0.37, 1.30, 2.70)	
19.58878	starting position	(-0.37, 1.30, 2.70)	
19.60128	starting position	(-0.37, 1.30, 2.70)	
19.61254	starting position	(-0.39, 1.31, 2.70)	
19.62348	starting position	(-0.38, 1.31, 2.70)	
19.63463	starting position	(-0.36, 1.31, 2.70)	
19.64597	starting position	(-0.36, 1.31, 2.70)	
19.65709	starting position	(-0.36, 1.31, 2.70)	
19.66914	starting position	(-0.36, 1.31, 2.70)	
19.68047	starting position	(-0.36, 1.31, 2.70)	
19.69364	starting position	(-0.36, 1.31, 2.70)	
19.70449	starting position	(-0.36, 1.31, 2.70)	
19.71544	starting position	(-0.36, 1.31, 2.70)	
19.72636	starting position	(-0.36, 1.32, 2.70)	
19.73768	starting position	(-0.36, 1.31, 2.70)	
19.74877	starting position	(-0.36, 1.32, 2.69)	
19.75981	starting position	(-0.36, 1.32, 2.70)	
19.77242	starting position	(-0.38, 1.32, 2.68)	
19.78333	starting position	(-0.39, 1.32, 2.68)	
19.79364	starting position	(-0.39, 1.32, 2.68)	
19.80628	starting position	(-0.40, 1.30, 2.70)	
19.81819	starting position	(-0.40, 1.27, 2.70)	
19.83127	starting position	(-0.39, 1.06, 2.70)	
19.84501	starting position	(-0.39, 1.01, 2.70)	
19.85624	starting position	(-0.39, 0.90, 2.70)	
19.86691	starting position	(-0.36, 0.94, 2.70)	
19.88103	starting position	(-0.42, 1.15, 2.70)	
19.89337	starting position	(-0.42, 1.16, 2.70)	
19.90468	starting position	(-0.42, 1.16, 2.70)	
19.91558	starting position	(-0.42, 1.17, 2.70)	
19.92666	starting position	(-0.42, 1.17, 2.70)	
19.93849	starting position	(-0.41, 1.17, 2.70)	
19.94948	starting position	(-0.40, 1.16, 2.70)	
19.96128	starting position	(-0.39, 1.16, 2.70)	
19.9733	starting position	(-0.38, 1.16, 2.70)	
19.98503	starting position	(-0.38, 1.17, 2.70)	
19.99667	starting position	(-0.38, 1.17, 2.70)	
20.00781	starting position	(-0.38, 1.18, 2.70)	
20.01887	starting position	(-0.37, 1.18, 2.70)	
20.02969	starting position	(-0.38, 1.19, 2.70)	
20.04166	starting position	(-0.38, 1.20, 2.70)	
20.05287	starting position	(-0.38, 1.21, 2.70)	
20.06688	starting position	(-0.38, 1.06, 2.70)	
20.07755	starting position	(-0.39, 1.03, 2.70)	
20.09133	starting position	(-0.43, 1.11, 2.70)	
20.10191	starting position	(-0.40, 1.26, 2.70)	
20.11251	starting position	(-0.42, 1.12, 2.70)	
20.12381	Floor	(-0.62, -0.36, 2.30)	
20.13555	starting position	(-0.47, 0.92, 2.70)	
26.60572	Floor	(2.58, -0.36, -1.74)	
26.61802	Wall_Left	(10.74, 0.24, -4.72)	
26.62855	Floor	(3.92, -0.36, -2.02)	
26.64096	Floor	(1.61, -0.36, -0.56)	
26.65295	Floor	(1.85, -0.36, -0.87)	
26.66463	Floor	(1.98, -0.36, -0.94)	
26.67775	Floor	(2.13, -0.36, -1.08)	
26.68902	Floor	(1.94, -0.36, -1.73)	
26.70274	Floor	(1.99, -0.36, -1.95)	
26.71565	Floor	(2.38, -0.36, -1.36)	
26.72745	Floor	(2.46, -0.36, -1.46)	
26.73966	Floor	(2.53, -0.36, -1.54)	
26.75342	Floor	(2.37, -0.36, -2.38)	
26.76661	Floor	(2.40, -0.36, -2.39)	
26.77911	Floor	(2.53, -0.36, -2.46)	
26.79146	Floor	(2.44, -0.36, -2.52)	
26.80517	Floor	(2.57, -0.36, -2.81)	
26.81787	Floor	(2.52, -0.36, -2.84)	
26.83261	Floor	(2.67, -0.36, -2.49)	
26.84739	Floor	(2.62, -0.36, -2.96)	
26.85981	Male01	(1.57, 0.38, -1.80)	
26.87374	Male02	(1.32, 0.60, -0.90)	
26.88657	Male02	(1.36, 0.62, -0.86)	
26.89857	Male02	(1.35, 0.67, -0.86)	
26.9123	Male02	(1.35, 0.70, -0.87)	
26.92459	Male02	(1.30, 0.74, -0.98)	
26.93763	Male02	(1.30, 0.79, -0.97)	
26.94974	Floor	(4.21, -0.36, -4.42)	
26.96165	Female02	(0.60, 0.99, -0.83)	
26.97352	Male01	(1.52, 0.65, -1.79)	
26.98813	Female02	(0.56, 1.02, -0.81)	
27.00264	Female02	(0.50, 1.07, -0.80)	
27.01515	Female02	(0.46, 1.10, -0.80)	
27.0275	Female02	(0.48, 1.16, -0.80)	
27.03941	Floor	(5.66, -0.36, -5.98)	
27.05337	Male01	(1.62, 1.25, -1.83)	
27.06514	Male01	(1.44, 1.85, -1.81)	
27.07825	Wall_Left	(10.74, 3.77, -12.82)	
27.09265	Wall_Left	(10.74, 5.01, -12.91)	
27.10601	Wall_Left	(10.74, 5.76, -13.01)	
27.11761	Wall_Left	(10.74, 5.66, -12.76)	
27.13071	Wall_Left	(10.74, 5.52, -13.13)	
27.14252	Wall_Left	(10.74, 5.44, -13.32)	
27.15431	Wall_Left	(10.74, 5.48, -14.11)	
27.16682	Wall_Left	(10.74, 5.38, -13.12)	
27.18042	Wall_Left	(10.74, 5.33, -13.62)	
27.19399	Wall_Front	(9.82, 5.52, -14.46)	
27.20525	Wall_Front	(9.17, 5.41, -14.46)	
27.22087	Wall_Front	(9.81, 5.37, -14.46)	
27.23463	Wall_Left	(10.74, 5.39, -13.85)	
27.24763	Wall_Left	(10.74, 5.29, -13.89)	
27.26146	Wall_Front	(10.57, 5.43, -14.46)	
27.27506	Wall_Front	(9.95, 5.47, -14.46)	
27.28701	Wall_Front	(10.28, 5.48, -14.46)	
27.30078	Wall_Left	(10.74, 5.67, -14.11)	
27.31327	Wall_Front	(9.71, 4.91, -14.46)	
27.32494	Wall_Front	(8.57, 3.70, -14.46)	
27.33748	Female03	(-0.41, 1.84, -0.83)	
27.34969	Female03	(-0.60, 1.61, -0.83)	
27.36158	Female03	(-0.70, 1.41, -0.97)	
27.37386	Male01	(-0.59, 0.85, -1.82)	
27.38646	Male01	(-0.59, 0.74, -1.82)	
27.39884	Male01	(-0.67, 0.75, -1.90)	
27.4121	Male01	(-0.65, 0.71, -1.87)	
27.4305	Male01	(-0.66, 0.64, -1.88)	
27.4446	Male01	(-0.67, 0.67, -1.90)	
27.45781	Male01	(-0.70, 0.66, -1.96)	
27.47112	Floor	(0.02, -0.36, -5.16)	
27.48373	Floor	(-0.07, -0.36, -5.10)	
27.49838	Floor	(-0.02, -0.36, -5.03)	
27.51137	Floor	(-0.13, -0.36, -5.05)	
27.52276	Floor	(-0.19, -0.36, -4.77)	
27.53748	Male01	(-0.64, 0.26, -1.89)	
27.54954	Floor	(-0.28, -0.36, -3.09)	
27.56173	Floor	(-0.33, -0.36, -3.10)	
27.57341	Floor	(-0.07, -0.36, -2.82)	
27.58565	Female03	(-0.69, 0.51, -1.05)	
27.59765	Floor	(-0.24, -0.36, -3.10)	
27.60954	Male01	(-0.55, 0.23, -1.85)	
27.62287	Floor	(-0.12, -0.36, -3.00)	
27.63652	Floor	(-0.11, -0.36, -2.99)	
27.64914	Male01	(-0.62, 0.54, -1.84)	
27.66191	Male01	(-0.57, 0.52, -1.81)	
27.67328	Female03	(-0.70, 1.21, -0.96)	
27.68697	Male01	(-0.69, 0.35, -1.93)	
27.70159	Floor	(-0.30, -0.36, -3.49)	
27.71725	Floor	(-0.35, -0.36, -3.25)	
27.72944	Male01	(-0.66, 0.27, -1.91)	
27.74189	Male01	(-0.68, 0.30, -1.92)	
27.75448	Male01	(-0.68, 0.28, -1.94)	
27.76939	Male01	(-0.68, 0.33, -1.92)	
27.78089	Male01	(-0.59, 0.28, -1.83)	
27.7953	Female03	(-0.60, 0.91, -0.83)	
27.80766	Floor	(0.02, -0.36, -3.03)	
27.82082	Female03	(-0.66, 0.60, -0.88)	
27.83381	Female03	(-0.58, 0.54, -0.82)	
27.84702	Female03	(-0.61, 0.87, -0.84)	
27.85903	Female03	(-0.66, 0.70, -0.88)	
